0,84,174,149,209,car,
0,84,174,150,209,car,
0,84,173,151,210,car,
0,85,173,151,210,car,
0,85,173,152,209,car,
0,85,173,152,209,car,
0,86,172,153,209,car,
0,86,172,154,209,car,
0,87,172,154,209,car,
0,87,172,156,210,car,
0,88,172,157,210,car,
0,89,171,158,210,car,
0,89,171,159,210,car,
0,90,170,160,211,car,
0,91,170,162,211,car,
0,92,169,164,211,car,
0,93,169,165,211,car,
0,94,169,166,211,car,
0,95,169,169,211,car,
0,95,169,170,212,car,
0,96,169,171,212,car,
0,97,169,172,212,car,
0,97,168,174,212,car,
0,99,168,175,212,car,
0,99,168,176,212,car,
0,100,168,177,212,car,
0,101,167,180,213,car,
0,101,167,181,212,car,
0,102,167,183,212,car,
0,104,167,185,213,car,
0,105,166,187,213,car,
0,105,166,190,213,car,
0,106,166,192,214,car,
0,106,165,193,214,car,
0,109,166,197,214,car,
0,110,166,198,213,car,
0,111,166,200,214,car,
0,112,165,202,213,car,
0,112,165,204,216,car,
0,114,165,206,211,car,
0,115,164,207,212,car,
0,116,164,205,215,car,
0,117,163,202,214,car,
0,118,163,215,214,car,
0,119,162,217,216,car,
0,121,162,215,216,car,
0,121,162,203,213,car,
0,121,162,203,213,car,
0,121,162,203,213,car,
0,121,162,203,213,car,
0,127,161,230,216,car,
0,123,160,231,217,car,
0,120,160,229,216,car,
0,140,163,232,213,car,
0,140,163,232,213,car,
0,140,163,232,213,car,
0,120,160,240,218,car,
0,120,160,240,218,car,
0,123,159,246,218,car,
0,122,159,248,218,car,
0,123,159,250,218,car,
0,124,159,252,219,car,
0,121,158,252,219,car,
0,119,158,253,219,car,
0,118,158,256,220,car,
0,116,157,256,222,car,
0,113,155,259,222,car,
0,113,156,260,223,car,
0,115,154,262,222,car,
0,114,154,264,223,car,
0,112,152,266,223,car,
0,112,153,269,223,car,
0,113,152,272,224,car,
0,115,152,278,225,car,
0,119,151,284,225,car,
0,123,151,290,225,car,
0,125,149,296,224,car,
0,127,148,302,225,car,
0,130,148,309,224,car,
0,132,146,313,224,car,
0,131,145,317,225,car,
0,129,144,318,224,car,
0,129,144,320,225,car,
0,127,143,322,224,car,
0,122,142,322,224,car,
0,117,141,321,224,car,
0,113,139,320,224,car,
0,107,138,319,222,car,
0,100,137,318,224,car,
0,93,136,313,223,car,
0,83,135,310,222,car,
0,75,133,305,222,car,
0,66,131,303,217,car,
0,62,130,300,219,car,
0,57,129,301,220,car,
0,54,128,303,216,car,
0,54,128,307,222,car,
0,55,127,312,223,car,
0,57,126,318,209,car,
0,63,125,326,213,car,
0,66,124,332,217,car,
0,70,123,341,222,car,
0,72,122,348,223,car,
0,76,120,354,224,car,
0,81,119,360,224,car,
0,81,119,367,225,car,
0,86,118,373,226,car,
0,92,117,380,226,car,
0,95,116,387,226,car,
0,100,115,393,226,car,
0,104,114,399,225,car,
0,110,113,405,222,car,
0,113,112,410,220,car,
0,118,110,415,221,car,
0,124,109,421,218,car,
0,127,108,424,218,car,
0,130,108,428,218,car,
0,135,107,432,218,car,
0,137,107,435,218,car,
0,140,106,439,217,car,
0,145,107,444,218,car,
0,149,106,448,214,car,
0,155,106,452,216,car,
0,160,106,456,215,car,
0,165,104,460,214,car,
0,170,105,464,212,car,
0,175,104,466,211,car,
0,180,102,471,210,car,
0,186,103,475,209,car,
0,193,103,481,209,car,
0,202,103,488,209,car,
0,215,103,496,208,car,
0,226,103,509,208,car,
0,240,103,522,207,car,
0,261,103,541,207,car,
0,280,104,557,206,car,
0,302,104,577,205,car,
0,326,103,596,202,car,
